,text,text-corrected,id.x,inTrain,username,date,retweets,favorites,geo,mentions,hashtags,id.y,permalink,X
196,#StopCommonCore #WakeUpParents #StopCorporateReform #pearsoniswatching #DestoyALECpic.twitter.com/qRkFPoW0xB,,100131,1,TechEducator1,3/21/15,10,2,,,#StopCommonCore #WakeUpParents #StopCorporateReform #pearsoniswatching #DestoyALECpic,5.79E+17,https://twitter.com/TechEducator1/status/579443951486271488,
197,#tea #PeepingPearson http://tea.texas.gov/Student_Testing_and_Accountability/Testing/State_of_Texas_Assessments_of_Academic_Readiness_(STAAR)/STAAR_Released_Test_Questions/ÔøΩ__ÔøΩ_,#tea #PeepingPearson http://tea.texas.gov/Student_Testing_and_Accountability/Testing/State_of_Texas_Assessments_of_Academic_Readiness_(STAAR)/STAAR_Released_Test_Questions/ …,145,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,#TestingStupidity That what #PARCC is all about...testing 'til stupidity! #optout #refuse,,100136,1,lpsoptout,3/21/15,0,1,,,#TestingStupidity #PARCC #optout #refuse,5.79E+17,https://twitter.com/lpsoptout/status/579419633733660672,
199,#tischistheterriblemistake #PARCC #RefuseTheTest pic.twitter.com/nHFI40aVLc,,100185,1,StringsNBlingz,3/17/15,0,0,,,#tischistheterriblemistake #PARCC #RefuseTheTest,5.78E+17,https://twitter.com/StringsNBlingz/status/577842078861897728,
200,#Trending now: #Stand4KidsNM Facebook page: conversation on #Horror stories of #PARCC testing NM. #ShareYourStory. Teachersstudentsparents,,100228,1,Stand4KidsNM,3/16/15,1,0,,,#Trending #Stand4KidsNM #Horror #PARCC #ShareYourStory,5.78E+17,https://twitter.com/Stand4KidsNM/status/577662316159750144,
201,#VIDE transitions to online assessments w/ #SBAC http://ln.is/blogspot.com/1fKKmÔøΩ__ÔøΩ_,#VIDE transitions to online assessments w/ #SBAC ,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,0.1% (27 students) of #jeffparish students opt out of #CommonCore tests. 2 moms said test is senseless difficult: http://www.nola.com/education/index.ssf/2015/03/27_jefferson_parish_families_o.html#incart_story_packageÔøΩ__ÔøΩ_,0.1% (27 students) of #jeffparish students opt out of #CommonCore tests. 2 moms said test is senseless difficult: http://www.nola.com/education/index.ssf/2015/03/27_jefferson_parish_families_o.html#incart_story_package …,100179,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,1. Standardized tests penalize students who don't master material on an arbitrary date.ÔøΩ_http://crunchymoms.com/eleven-reasons-refuse-standardized-testing-children/?utm_content=buffer0f160&utm_medium=social&utm_source=facebook.com&utm_campaign=bufferÔøΩ__ÔøΩ_ #optout #refuse #PARCC #SBAC,1. Standardized tests penalize students who don't master material on an arbitrary date. http://crunchymoms.com/eleven-reasons-refuse-standardized-testing-children/?utm_content=buffer0f160&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer … #optout #refuse #PARCC #SBAC,100068,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,2. Standardized tests are developmentally inappropriate for young students http://crunchymoms.com/eleven-reasons-refuse-standardized-testing-children/?utm_content=buffer0f160&utm_medium=social&utm_source=facebook.com&utm_campaign=bufferÔøΩ__ÔøΩ_ #optout #parcc #smarterbalanced #refuse,2. Standardized tests are developmentally inappropriate for young students http://crunchymoms.com/eleven-reasons-refuse-standardized-testing-children/?utm_content=buffer0f160&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer … #optout #parcc #smarterbalanced #refuse,100046,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,20 Reasons - http://bit.ly/16aXaiTÔøΩ_ via @bradmcurrie #PARCC,20 Reasons - http://bit.ly/16aXaiT  via @bradmcurrie #PARCC,100109,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,30 minutes in and the test isn't functioning for anyone this is Reynoldsburg schools for ya. #PARCC #parcctest,,100097,1,debbiewire,3/23/15,3,3,,,#PARCC #parcctest,5.80E+17,https://twitter.com/debbiewire/status/579988972618817536,
207,5 million kids are taking #PARCC this year in #Illinois - are you #OptingOut your child? #TestingSeason @theschoolpr,,132,1,KindlingGroup,3/31/15,0,0,,@theschoolpr,#PARCC #Illinois #OptingOut #TestingSeason,5.83E+17,https://twitter.com/KindlingGroup/status/583041424679010304,
208,6.5 hours seems like a pretty long time for a 3rd grader to be taking a test #PARCC http://www.state.nj.us/education/assessment/PARCCFAQ.pdfÔøΩ__ÔøΩ_,6.5 hours seems like a pretty long time for a 3rd grader to be taking a test #PARCC http://www.state.nj.us/education/assessment/PARCCFAQ.pdf …,100152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,91% of ELLs fell below proficient on #sbac field test. My class is 50% ELL. #setupforfailure @DianeRavitch,,100088,1,EmilyTalmage,3/23/15,0,0,,@DianeRavitch,#sbac #setupforfailure,5.80E+17,https://twitter.com/EmilyTalmage/status/580025409632354305,
210,A broken toe makes walking difficult; PARCC testing makes teaching & learning impossible! #PARCC/CCRAP,,100207,1,pattyasoc,3/17/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/pattyasoc/status/577783433985957888,
211,A different way to evaluate teachers http://goo.gl/PQ0o93 #optout #calloutcuomo #allkidsneed #respectteachers,,100238,1,MahopacTA,3/16/15,7,1,,,#optout #calloutcuomo #allkidsneed #respectteachers,5.78E+17,https://twitter.com/MahopacTA/status/577640741712855040,
212,A personal story about why a parent decides to #optout http://fb.me/7f3EnxPjG,,100065,1,jennie_massey,3/24/15,0,0,,,#optout,5.80E+17,https://twitter.com/jennie_massey/status/580375040899842048,
213,ALBANY NOT LISTENING: @CarlHeastie ignoring polls + protests against #Cuomo's ed proposals as @NYSUT @AFTunion embrace #OptOut @superwuster,,54,1,rockprog,3/31/15,1,0,,@CarlHeastie @NYSUT @AFTunion @superwuster,#Cuomo #OptOut,5.83E+17,https://twitter.com/rockprog/status/583071360957595648,
214,All candidates for school board are anti-stand testing. So what action would they take? #PARCC @kshannon617 @KerrisLee_ @Momologist,,118,1,Todd_Lash,3/31/15,0,0,,@kshannon617 @KerrisLee_ @Momologist,#PARCC,5.83E+17,https://twitter.com/Todd_Lash/status/583049308561367040,
215,"An 8th grader who took #PARCC today: We had to do 5 questions but there were computer problems and we had to log in every minute. """"","An 8th grader who took #PARCC today: We had to do 5 questions but there were computer problems and we had to log in every minute. """"",100245,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,An article I wrote was picked up by @QZ Why my children opt out of standardized testing_ÔøΩÔøΩand yours should too. http://qz.com/367228ÔøΩ_ via @qz,An article I wrote was picked up by @QZ Why my children opt out of standardized testing—and yours should too. http://qz.com/367228  via @qz,113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,Another reason I will opt my kids out of all this testing nonsense! High Stakes Testing Surveillance http://www.livingindialogue.com/high-stakes-testing-makes-surveillance-necessary/ÔøΩ__ÔøΩ_,Another reason I will opt my kids out of all this testing nonsense! High Stakes Testing Surveillance http://www.livingindialogue.com/high-stakes-testing-makes-surveillance-necessary/ …,100297,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,Another round of PARCC coming to mess w/your children NM.Or you can OptOut https://creativesystemsthinking.wordpress.com/2015/03/13/why-opting-out-from-parcc-is-important/ÔøΩ__ÔøΩ_. We advise #optout grades 3-8 @ABQschools,Another round of PARCC coming to mess w/your children NM.Or you can OptOut https://creativesystemsthinking.wordpress.com/2015/03/13/why-opting-out-from-parcc-is-important/ …. We advise #optout grades 3-8 @ABQschools,100127,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,Are #CommonCore and #PARCC taking all of the enjoyment out of #reading ?? http://tinyurl.com/ne5zwxq,,100060,1,Act2Books,3/24/15,0,0,,,#CommonCore #PARCC #reading,5.80E+17,https://twitter.com/Act2Books/status/580419688854908928,
220,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,kbaseballump,3/17/15,0,0,,,,5.78E+17,https://twitter.com/kbaseballump/status/577828946068312064,
221,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,e_halvorsen,3/11/15,0,0,,,,5.76E+17,https://twitter.com/e_halvorsen/status/575599766811381760,
222,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,donaldkilburn,3/4/15,0,0,,,,5.73E+17,https://twitter.com/donaldkilburn/status/573209685555347456,
223,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,lschindler,3/4/15,0,0,,,,5.73E+17,https://twitter.com/lschindler/status/573131351060193281,
224,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,PhilipAlsup,3/3/15,0,0,,,,5.73E+17,https://twitter.com/PhilipAlsup/status/572946533546659840,
225,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,TerryHongell,3/3/15,0,0,,,,5.73E+17,https://twitter.com/TerryHongell/status/572890149366808577,
226,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,WomensEquity,3/3/15,0,0,,,,5.73E+17,https://twitter.com/WomensEquity/status/572836149431029761,
227,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,jeffroy,3/3/15,0,0,,,,5.73E+17,https://twitter.com/jeffroy/status/572790610316435456,
228,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,DeniseAvezzano,3/3/15,0,0,,,,5.73E+17,https://twitter.com/DeniseAvezzano/status/572749310485536768,
229,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,KellyFleming5,3/2/15,0,0,,,,5.73E+17,https://twitter.com/KellyFleming5/status/572568612139077633,
230,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,EmilieHettinger,3/2/15,0,0,,,,5.73E+17,https://twitter.com/EmilieHettinger/status/572556742808211457,
231,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,LawrenMcConnell,3/2/15,0,0,,,,5.73E+17,https://twitter.com/LawrenMcConnell/status/572548668370259968,
232,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,Dr_Houy,3/2/15,0,0,,,,5.72E+17,https://twitter.com/Dr_Houy/status/572483563314151425,
233,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,EricMartinussen,3/2/15,0,0,,,,5.72E+17,https://twitter.com/EricMartinussen/status/572470009743708161,
234,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,Kahlil1218,3/2/15,0,0,,,,5.72E+17,https://twitter.com/Kahlil1218/status/572455557426237440,
235,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,TAL_president,3/2/15,0,0,,,,5.72E+17,https://twitter.com/TAL_president/status/572428754737340416,
236,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,CarolCstranford,3/2/15,0,0,,,,5.72E+17,https://twitter.com/CarolCstranford/status/572423099888640000,
237,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,ameliadgvl,3/2/15,0,0,,,,5.72E+17,https://twitter.com/ameliadgvl/status/572420022888345600,
238,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,John_D_Ewald,3/2/15,1,0,,,,5.72E+17,https://twitter.com/John_D_Ewald/status/572404509013516288,
239,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,damonjasso,3/2/15,0,0,,,,5.72E+17,https://twitter.com/damonjasso/status/572395370535260160,
240,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,TechDir_Moran,3/2/15,0,0,,,,5.72E+17,https://twitter.com/TechDir_Moran/status/572394863251070976,
241,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,SchellerCynthia,3/2/15,0,0,,,,5.72E+17,https://twitter.com/SchellerCynthia/status/572394533964664832,
242,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,alexandrianeas,3/2/15,0,0,,,,5.72E+17,https://twitter.com/alexandrianeas/status/572389542415609859,
243,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,CynthiaHenry,3/2/15,0,0,,,,5.72E+17,https://twitter.com/CynthiaHenry/status/572388506313621505,
244,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,JoshuaPStarr,3/2/15,2,0,,,,5.72E+17,https://twitter.com/JoshuaPStarr/status/572379962898059265,
245,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,MindyRosier,3/2/15,2,0,,,,5.72E+17,https://twitter.com/MindyRosier/status/572374732584165376,
246,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,yourcollegepro,3/1/15,0,0,,,,5.72E+17,https://twitter.com/yourcollegepro/status/572272414668673024,
247,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,mizpalumbo,3/1/15,0,0,,,,5.72E+17,https://twitter.com/mizpalumbo/status/572209277215117312,
248,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,paxtonmargaret,3/1/15,0,0,,,,5.72E+17,https://twitter.com/paxtonmargaret/status/572168093595643905,
249,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,DutchyinEdu,3/1/15,0,0,,,,5.72E+17,https://twitter.com/DutchyinEdu/status/572163489940283392,
250,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,BlerdMommy,3/1/15,0,1,,,,5.72E+17,https://twitter.com/BlerdMommy/status/572158769318121473,
251,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,Kategarros,3/1/15,0,0,,,,5.72E+17,https://twitter.com/Kategarros/status/572149597444956160,
252,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,psh3ballen,3/1/15,0,0,,,,5.72E+17,https://twitter.com/psh3ballen/status/572146053660602369,
253,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,CoralLady9,3/1/15,0,0,,,,5.72E+17,https://twitter.com/CoralLady9/status/572144338454511616,
254,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,robkohl63,3/1/15,0,0,,,,5.72E+17,https://twitter.com/robkohl63/status/572120684761100289,
255,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,rottenbornj,3/1/15,0,0,,,,5.72E+17,https://twitter.com/rottenbornj/status/572117525565194240,
256,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,vicpelt,3/1/15,0,0,,,,5.72E+17,https://twitter.com/vicpelt/status/572107907715579904,
257,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,RonAllenNBC,3/1/15,2,1,,,,5.72E+17,https://twitter.com/RonAllenNBC/status/572107478252576769,
258,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,cecbb,3/1/15,0,0,,,,5.72E+17,https://twitter.com/cecbb/status/572106382813630464,
259,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,LauraJSalamone,3/1/15,0,0,,,,5.72E+17,https://twitter.com/LauraJSalamone/status/572104679636783105,
260,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,333sparkle,3/1/15,1,1,,,,5.72E+17,https://twitter.com/333sparkle/status/572092925032603650,
261,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,07003ARTS,3/1/15,0,1,,,,5.72E+17,https://twitter.com/07003ARTS/status/572069049196277762,
262,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,debrahernanz,3/1/15,1,0,,,,5.72E+17,https://twitter.com/debrahernanz/status/572066846553198592,
263,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,GoDaytonUSA,3/1/15,0,0,,,,5.72E+17,https://twitter.com/GoDaytonUSA/status/572062357356089344,
264,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,kwahuman,3/1/15,0,0,,,,5.72E+17,https://twitter.com/kwahuman/status/572061899505868800,
265,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,rdursi,3/1/15,0,0,,,,5.72E+17,https://twitter.com/rdursi/status/572058835512213504,
266,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,schoolpsych1,3/1/15,0,0,,,,5.72E+17,https://twitter.com/schoolpsych1/status/572058436948664320,
267,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,htinberg,3/1/15,0,0,,,,5.72E+17,https://twitter.com/htinberg/status/572046499011538944,
268,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,lellingw,3/1/15,0,0,,,,5.72E+17,https://twitter.com/lellingw/status/572038718896390144,
269,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,jordi_a,3/1/15,0,0,,,,5.72E+17,https://twitter.com/jordi_a/status/572034790720995328,
270,As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1zutBQo,,100195,1,jackiehylandtv,3/1/15,0,0,,,,5.72E+17,https://twitter.com/jackiehylandtv/status/572030313351806976,
271,As Students Opt Out of Common Core Exams Some Say Movement Is Not About Testing #commoncore #edchat #edblog http://sco.lt/8i0ix7,,100280,1,elainej,3/15/15,0,0,,,#commoncore #edchat #edblog,5.77E+17,https://twitter.com/elainej/status/577284155576311809,
272,As Students Opt Out of Common Core Exams Some Say Movement Is Not About Testing http://t.usnews.com/Z7iwr8ÔøΩ_ via @usnews #PARCC #DontMAtter,As Students Opt Out of Common Core Exams Some Say #Movement Is Not About Testing: Tens of… http://goo.gl/fb/sEdEJa,100181,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,As we continue the #PARCC and other #CCSS testing remember so much the tests don't tell us: http://bit.ly/1w3s5cJÔøΩ_ via @BAMRadioNetwork,As we continue the #PARCC and other #CCSS testing remember so much the tests don't tell us: http://bit.ly/1w3s5cJ  via @BAMRadioNetwork,100003,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Bastardizing #education #StandardizedTests ignore creativity resiliency entrepreneurship... What's not in tests wont be taught. #OptOut,,100110,1,1momzer,3/22/15,1,1,,,#education #StandardizedTests #OptOut,5.80E+17,https://twitter.com/1momzer/status/579822067551338496,
275,BATs around the country - tell politicians stop playing games w/ our kids - if u r a parent #refusethetest! #TBATspic.twitter.com/2ewBkdnWfO,,46,1,BadassTeachersA,3/31/15,15,0,,,#refusethetest #TBATspic,5.83E+17,https://twitter.com/BadassTeachersA/status/583076121966575616,
276,BATs around the country - tell politicians to stop playing games w/ our kids - if u r a parent #refusethetest! pic.twitter.com/eJOdeaF6es,,47,1,BadassTeachersA,3/31/15,6,1,,,#refusethetest,5.83E+17,https://twitter.com/BadassTeachersA/status/583075824766611456,
277,Beautiful Read- An Open Letter to My #Students: I Am Sorry For What I Am About To Do To You http://wp.me/p4I1aM-90 #PARCC via @JessLifTeach,,100313,1,LindseyLipsky,3/1/15,4,11,,@JessLifTeach,#Students #PARCC,5.72E+17,https://twitter.com/LindseyLipsky/status/572162698164764672,
278,Big news for kids in CT! No reason to worry when u #refusethetest #whyIrefusehttp://jonathanpelto.com/2015/03/17/victory-in-ct-parents-can-opt-students-out-of-sbac-tests-students-will-be-provided-alternative-location/ÔøΩ__ÔøΩ_,Big news for kids in CT! No reason to worry when u #refusethetest #whyIrefuse http://jonathanpelto.com/2015/03/17/victory-in-ct-parents-can-opt-students-out-of-sbac-tests-students-will-be-provided-alternative-location/ …,100168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,BREAKING NEWS: AFT President Randi Weingarten Endorses Opt Out! #optout #CommonCore http://dianeravitch.net/2015/03/31/breaking-news-aft-president-randi-weingarten-endorses-opt-out/ÔøΩ__ÔøΩ_,BREAKING NEWS: AFT President Randi Weingarten Endorses #OptOut! @DianeRavitch @rweingarten @jonathanpelto @Wlecker http://dianeravitch.net/2015/03/31/breaking-news-aft-president-randi-weingarten-endorses-opt-out/ …,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Bring an end to No Child Left Behind (or more accurately Every Child Left Behind) by refusing the test #OptOut of... http://fb.me/1C2yZWLZY,,100299,1,jennie_massey,3/15/15,0,0,,,#OptOut,5.77E+17,https://twitter.com/jennie_massey/status/577189091567149056,
281,But if parents rose upÔøΩ_en masse&spoke out against toxic testing it would end tomorrow #optout #refuse http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/24/not-my-daughter-how-one-dad-opted-out-his-kindergartner-from-standardized-testing/ÔøΩ__ÔøΩ_ @UnitedOptOut,But if parents rose up en masse&spoke out against toxic testing it would end tomorrow #optout #refuse http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/24/not-my-daughter-how-one-dad-opted-out-his-kindergartner-from-standardized-testing/ … @UnitedOptOut,100050,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,But what they don't say is the education dollars not to classrooms but to testing and teacher evaluation! Let's get real!! #OptOut,,147,1,CathyHavlicek,3/31/15,0,0,,,#OptOut,5.83E+17,https://twitter.com/CathyHavlicek/status/583036452189134848,
283,Can I opt out of testing claiming I feel it's a prank?,,38,1,DevynHamblin,3/31/15,0,1,,,,5.83E+17,https://twitter.com/DevynHamblin/status/583087461183557632,
284,Can the Feds take away Title 1 funding if enough students opt out? Answer: No. http://bit.ly/1MDHt3K #edreform #parcc #k12,,100278,1,gustavsonl,3/15/15,0,1,,,#edreform #parcc #k12,5.77E+17,https://twitter.com/gustavsonl/status/577291640693350400,
285,Common Core Cash Cow To Big Corporations http://tinyurl.com/mphr2ruÔøΩ_ CC NOT About better ed 4 kids #stopcommoncore #alpolitics #optout,Common Core Cash Cow To Big Corporations http://tinyurl.com/mphr2ru  CC NOT About better ed 4 kids #stopcommoncore #alpolitics #optout,100296,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,Common Core tests are failures - http://www.standard.net/National-Commentary/2015/03/23/Common-Core-tests-are-failuresÔøΩ__ÔøΩ_ #edreform #ctedchat #optout #ccss #sbac,Common Core tests are failures - http://www.standard.net/National-Commentary/2015/03/23/Common-Core-tests-are-failures … #edreform #ctedchat #optout #ccss #sbac,100058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Concerns rising over Pearson the company behind #PARCC and other tests: http://bit.ly/1BtyQk5ÔøΩ_ HEY @PARCCPlace are u listening?,Concerns rising over Pearson the company behind #PARCC and other tests: http://bit.ly/1BtyQk5  HEY @PARCCPlace are u listening?,100177,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Critical thinking and standardized testing don't mix. #optout @OhioBatshttp://www.huffingtonpost.com/peter-greene/why-critical-thinking-will-never-be-on-the-test_b_6919576.html?ncid=fcbklnkushpmg00000020ÔøΩ__ÔøΩ_,Critical thinking and standardized testing don't mix. #optout @OhioBatshttp://www.huffingtonpost.com/peter-greene/why-critical-thinking-will-never-be-on-the-test_b_6919576.html?ncid=fcbklnkushpmg00000020 …,100067,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,Crony capitalism? Oh universities. Crony communism @CompleteCO: #PARCC http://oncomplete.co/1r3ÔøΩ_ via @DailySentinelGJ #Coleg #testing #edcolo,Crony capitalism? Oh universities. Crony communism @CompleteCO: #PARCC http://oncomplete.co/1r3  via @DailySentinelGJ #Coleg #testing #edcolo,100253,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Crony Capitalist War of greed against US Pub-Ed #EdBlogNet http://wp.me/pLJTE-VK #PARCC #Pearson #SBAC @lflwriterpic.twitter.com/Q00Gl6LjRk,,100170,1,lflwriter,3/17/15,0,0,,@lflwriterpic,#EdBlogNet #PARCC #Pearson #SBAC,5.78E+17,https://twitter.com/lflwriter/status/577850543575425025,
291,Crony Capitalist War of greed against US Public Education http://wp.me/pLJTE-VK #Pearson #PARCC #SBAC @lflwriterpic.twitter.com/mfPazobOKq,,100059,1,lflwriter,3/24/15,0,0,,@lflwriterpic,#Pearson #PARCC #SBAC,5.80E+17,https://twitter.com/lflwriter/status/580426683162988545,
292,Crony Capitalist War of greed against US Public Education http://wp.me/pLJTE-VK #Pearson #PARCC #SBAC @lflwriterpic.twitter.com/vxVMk4IHdK,,114,1,lflwriter,3/31/15,0,0,,@lflwriterpic,#Pearson #PARCC #SBAC,5.83E+17,https://twitter.com/lflwriter/status/583050998194671616,
293,"Danger NM @GetUpStandUp2: The Dangers of Toxic Testing |Piktochart Infographic Editor: https://magic.piktochart.com/output/4887167-the-dangers-of-toxic-testing#.VReNVKwmuIg.twitterÔøΩ__ÔøΩ_ _—ù #OptOut #CommonCore #PARCC""","Danger NM @GetUpStandUp2: The Dangers of Toxic Testing |Piktochart Infographic Editor: https://magic.piktochart.com/output/4887167-the-dangers-of-toxic-testing#.VReNVKwmuIg.twitter … ” #OptOut #CommonCore #PARCC""",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,Day 1 PARCC. Students & teachers are SO MUCH more than a test score! We've reduced learning to a number. #PARCC #CommonCore #commonhorror,,100025,1,saraslittlejohn,3/25/15,1,0,,,#PARCC #CommonCore #commonhorror,5.81E+17,https://twitter.com/saraslittlejohn/status/580720355872018432,
295,Day 2 of #PARCC SUCKS! My straight A 8th grdr said the test was BS yesterday.Things she was taught 2 years ago in Math&doesn't use everyday,,100201,1,kim_holsapple,3/17/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/kim_holsapple/status/577818336068825088,
296,De-Professionalizing Teachers in the Age of Accountability http://wp.me/p1b3UM-9G #miched #pearsoniswatching #edubloggers,,100125,1,BillBoyle24,3/22/15,10,6,,,#miched #pearsoniswatching #edubloggers,5.80E+17,https://twitter.com/BillBoyle24/status/579634806322896896,
297,Did you #optout of #PARCC? Here's five reasons why that may be a good call: http://ow.ly/KBBbO,,100112,1,theschoolpr,3/22/15,1,2,,,#optout #PARCC,5.80E+17,https://twitter.com/theschoolpr/status/579787300642689024,
298,Ditch the Test-and-Punish Model http://t.usnews.com/Z7mkaa?src=usn_twÔøΩ__ÔøΩ_ via @usnews #PARCC #optout #nmlegis @HannaSkandera,Ditch the Test-and-Punish Model http://t.usnews.com/Z7mkaa?src=usn_tw … via @usnews #PARCC #optout #nmlegis @HannaSkandera,100223,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,Does everyone know #parcc results come out in October? Not actionable data. #TestingSeason,,148,1,ILRaiseYourHand,3/31/15,3,0,,,#parcc #TestingSeason,5.83E+17,https://twitter.com/ILRaiseYourHand/status/583036383360626688,
