,text,text-corrected,id.x,inTrain,username,date,retweets,favorites,geo,mentions,hashtags,id.y,permalink,X
86,Editorial: Enough with the games. Take the #PARCC test. http://bit.ly/1FUwqkF @projo #RhodeIsland,,3080,1,Ed_Achorn,3/25/15,0,1,,@projo,#PARCC #RhodeIsland,5.81E+17,https://twitter.com/Ed_Achorn/status/580694919066488832,
203,Today is the day! Wish our upper grades luck as they Rock it out of the #PARCC #EaglePride #dccharters http://ow.ly/i/a9r0j,,50013,1,eagleacademypcs,3/30/15,1,1,,,#PARCC #EaglePride #dccharters,5.83E+17,https://twitter.com/eagleacademypcs/status/582537783887183874,
33,#PARCC let me work with the most amazing testing team in my district. Absolutely focused and goal oriented. #resiliencechat,,3740,1,DrTufaro,3/23/15,2,2,,,#PARCC #resiliencechat,5.80E+17,https://twitter.com/DrTufaro/status/580190042762543105,
169,Should we be asking only if we test too much OR instead should we as if we are using assessments effectively? #parcc http://bit.ly/ohfipa2,,8153,1,drmaryp56,3/17/15,0,1,,,#parcc,5.78E+17,https://twitter.com/drmaryp56/status/578011210055966720,
170,Should we be asking only if we test too much OR instead should we as if we are using assessments effectively? #parcc http://bit.ly/ohfipa2,,8153,1,drmaryp56,3/17/15,3,2,,,#parcc,5.78E+17,https://twitter.com/drmaryp56/status/577875368197136384,
121,"Implementing the new test will be hard but worth it"" #PARCC #teachervoice #edchat http://ow.ly/L25FF""",,50016,1,DianeKCohen,3/31/15,0,1,,,#PARCC #teachervoice #edchat,5.83E+17,https://twitter.com/DianeKCohen/status/583027420233629698,
70,Chicago Teacher: I Support High-Quality Assessments Like #PARCC #teachervoice #edchat #ccss #commoncore http://sco.lt/5yy9I1,,15764,1,dgburris,3/11/15,0,0,,,#PARCC #teachervoice #edchat #ccss #commoncore,5.76E+17,https://twitter.com/dgburris/status/575804905547563008,
71,Chicago Teacher: I Support High-Quality Assessments Like #PARCC #teachervoice #edchat #ccss #commoncore http://sco.lt/5yy9I1,,15764,1,dgburris,3/10/15,1,1,,,#PARCC #teachervoice #edchat #ccss #commoncore,5.75E+17,https://twitter.com/dgburris/status/575265904365338625,
124,In the Spotlight: New tests will prepare students for success #education #edchat #ccss #commoncore #PARCC http://sco.lt/8Ph0pl,,8789,1,dgburris,3/16/15,2,0,,,#education #edchat #ccss #commoncore #PARCC,5.78E+17,https://twitter.com/dgburris/status/577639319818604544,
153,Parents Should Welcome the New Common Core Tests #education #edchat #ccss #parents #commoncore #SBAC http://sco.lt/8yVXUn,,4156,1,dgburris,3/23/15,0,0,,,#education #edchat #ccss #parents #commoncore #SBAC,5.80E+17,https://twitter.com/dgburris/status/579961605733158912,
17,@PARCCPlace Also the drop down calculator was VERY useful! #coolblue9 #PARCC,,1940,1,DaryinR,3/27/15,1,1,,@PARCCPlace,#coolblue9 #PARCC,5.81E+17,https://twitter.com/DaryinR/status/581423471646883840,
19,@PARCCPlace I like the set up of your test and how you mixed in multiple choice and fill in the blank questions. #coolblue9 #PARCC,,1942,1,DaryinR,3/27/15,1,1,,@PARCCPlace,#coolblue9 #PARCC,5.81E+17,https://twitter.com/DaryinR/status/581423076631547904,
45,5 strategies for success on standardized tests - http://bit.ly/1HUxuEL #caedchat #sunchat #edchat #PARCC #SmarterBalance,,10256,1,curriculet,3/15/15,0,1,,,#caedchat #sunchat #edchat #PARCC #SmarterBalance,5.77E+17,https://twitter.com/curriculet/status/577269327499370496,
12,"@NorwichBulletin compares #SBAC to CEA's testing proposal: Eliminating student testing only delays education reform"" http://shar.es/1ggVAN""",,50029,1,CTedreform,3/31/15,0,0,,@NorwichBulletin,#SBAC,5.83E+17,https://twitter.com/CTedreform/status/582953039008571392,
13,"@NorwichBulletin compares #SBAC to CEA's testing proposal: Eliminating student testing only delays education reform"" http://shar.es/1ggVAN""",,50029,1,CTedreform,3/30/15,0,0,,@NorwichBulletin,#SBAC,5.83E+17,https://twitter.com/CTedreform/status/582573212954976257,
39,#SBAC will provide a springboard for improvement; eliminating the tests is counterproductive/ potentially destructive http://ow.ly/KZCCO,,50025,1,CTedreform,3/30/15,0,0,,,#SBAC,5.83E+17,https://twitter.com/CTedreform/status/582612803208495104,
54,A #CT parent and former superintendent reflects on the importance of testing. http://ow.ly/L2uj6 #SBAC #education #edreform,,50021,1,CTedreform,3/31/15,2,1,,,#CT #SBAC #education #edreform,5.83E+17,https://twitter.com/CTedreform/status/582958409529573376,
89,For parents testing is an opportunity http://ow.ly/KKamq #education #SBAC #edu,,3445,1,CTedreform,3/24/15,0,0,,,#education #SBAC #edu,5.80E+17,https://twitter.com/CTedreform/status/580407536215547904,
216,Why do we need #SBAC testing anyway? Read about why we support it here: http://ow.ly/KZDWX #edreform #education,,50024,1,CTedreform,4/2/15,0,0,,,#SBAC #edreform #education,5.84E+17,https://twitter.com/CTedreform/status/583652146408718336,
217,Why do we need #SBAC testing anyway? Read about why we support it here: http://ow.ly/KZDWX #edreform #education,,50024,1,CTedreform,3/31/15,0,0,,,#SBAC #edreform #education,5.83E+17,https://twitter.com/CTedreform/status/582961939791392769,
218,Why do we need #SBAC testing anyway? Read about why we support it here: http://ow.ly/KZDWX #edreform #education,,50024,1,CTedreform,3/30/15,1,0,,,#SBAC #edreform #education,5.83E+17,https://twitter.com/CTedreform/status/582614436902514688,
51,79% of teachers rate #PARCC as a higher quality assessment than prior state tests per @teachplus report. http://bit.ly/1EpYZ7P @MBAENews,,9519,1,ConsidineJC,3/16/15,0,0,,@teachplus @MBAENews,#PARCC,5.77E+17,https://twitter.com/ConsidineJC/status/577470088858583040,
194,"The movement"" of parents opting their kids out of educational testing is mostly wishful thinking. Get tested people save your kids.""",,4283,1,citizenstewart,3/22/15,5,3,,,,5.80E+17,https://twitter.com/citizenstewart/status/579786738001797120,
85,Don't invoke #optout @PatriciaFahy109 and vote yes on #NYSBudget,,29,1,ChrisCerrone15,3/31/15,3,3,,@PatriciaFahy109,#optout #NYSBudget,5.83E+17,https://twitter.com/ChrisCerrone15/status/583099564883886080,
112,How is your #PARCC test going? I bet these folk had a good experience ;) http://fb.me/30cnbjMbe,,8397,1,CCMathResources,3/17/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/CCMathResources/status/577827658114809856,
149,PARCC testing begins in the morning with Junior High and High School. Be sure to rest your brain tonight. #PARCC #nextgen,,22284,1,careyevstech,3/1/15,1,0,,,#PARCC #nextgen,5.72E+17,https://twitter.com/careyevstech/status/572186779807309824,
14,@NYSAPE Before I start supporting #optout I want info on how this will impact my district I want to be respectful 2 supportive admin thanks,,17,1,C_Derrenbacher,3/31/15,0,0,,@NYSAPE,#optout,5.83E+17,https://twitter.com/C_Derrenbacher/status/583108096261812224,
55,a 6th grader has @DanielPink book Drive queued for reading after he finishes his #parcc testing this morning!,,8389,1,bthompso_99,3/17/15,0,1,,@DanielPink,#parcc,5.78E+17,https://twitter.com/bthompso_99/status/577829243612053504,
172,So much behind-the-scenes work happening for #PARCC this weekend. Thanks to everyone for the great teamwork!,,22395,1,blehet,3/1/15,1,1,,,#PARCC,5.72E+17,https://twitter.com/blehet/status/572132387431325696,
76,Creative writing during PARCC activities. #jjh68learns #PARCC pic.twitter.com/jM16OjuUKG,,8047,1,Bill_Barnum,3/17/15,0,0,,,#jjh68learns #PARCC,5.78E+17,https://twitter.com/Bill_Barnum/status/577891010870575104,
188,That opting out of test shit gets me tight. The points are valid but we took the test. Since when do you just get to say you don't want to?,,3052,1,BieBs_1BaBy,3/25/15,0,0,,,,5.81E+17,https://twitter.com/BieBs_1BaBy/status/580714825766060032,
27,#Mashpee should be proud. Day One of #PARCC went very well. Students worked hard and staff made it happen. Kudos to all!,,8802,1,bhyde1,3/16/15,1,4,,,#Mashpee #PARCC,5.78E+17,https://twitter.com/bhyde1/status/577638159758073856,
48,72% of Massachusetts participants said #PARCC is a higher-quality assessment than previous #MCAS Test: http://goo.gl/9p55kt #mapoli,,2307,1,BenGoodman,3/26/15,0,1,,,#PARCC #MCAS #mapoli,5.81E+17,https://twitter.com/BenGoodman/status/581124419042582529,
168,Senators are concerned with how student achievement might be measured if a parent can opt their children out of taking any test. #HB2246,,50018,1,ben_giles,3/31/15,1,1,,,#HB2246,5.83E+17,https://twitter.com/ben_giles/status/583021180036108289,
1,. @educationgadfly @rpondiscio How does any given #optout stdnt negatively affect any other stdnt (of any SES or ethnicity)? #credibilitygaps,,1026,1,AssessWell,3/29/15,1,1,,@educationgadfly @rpondiscio,#optout #credibilitygaps,5.82E+17,https://twitter.com/AssessWell/status/582366245254647808,
6,@dgburris @DataDiva @getwhatugive @Caplee62 Given #NCLB explicitly reqs demonstrably reliable & valid measures #PARCC/ #SBAC don't qualify?,,22282,1,AssessWell,3/1/15,0,1,,@dgburris @DataDiva @getwhatugive @Caplee62,#NCLB #PARCC #SBAC,5.72E+17,https://twitter.com/AssessWell/status/572187208007827456,
129,Lots of great learning about #PARCC #1to1 #Chromebooks with my peers including @jorech @MissOlsen58 @ESciGuy @edu_katied @MrsBronke.,,8187,1,anna_kraftson,3/17/15,3,1,,@jorech @MissOlsen58 @ESciGuy @edu_katied @MrsBronke,#PARCC #1to1 #Chromebooks,5.78E+17,https://twitter.com/anna_kraftson/status/577867769561022464,
62,Anti-testers just as ignorant as anti-vaxxers ~ As Common Core Testing Is Ushered In Parents and Students Opt Out http://nyti.ms/1wDojSo,,22175,1,AndrewRAConway,3/1/15,0,2,,,,5.72E+17,https://twitter.com/AndrewRAConway/status/572220878320209921,
100,Good luck to @eagleacademypcs students this week on the #PARCC. #dccharter students rock!,,50011,1,AlstonMarketing,3/30/15,0,0,,@eagleacademypcs,#PARCC #dccharter,5.83E+17,https://twitter.com/AlstonMarketing/status/582550838641590273,
18,@PARCCPlace I found the non calculator part much easier Also I liked the answer eliminator #coolblue9 #PARCC,,1939,1,alisamarks_,3/27/15,2,3,,@PARCCPlace,#coolblue9 #PARCC,5.81E+17,https://twitter.com/alisamarks_/status/581423547471523841,
215,"When I asked Landon how did his first day of #PARCC testing go he replied It was easy."" His answer totally... http://fb.me/7cxskVax7""",,8338,1,Alicia_L_Craig,3/17/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/Alicia_L_Craig/status/577838474134441985,
46,72% of Massachusetts participants said #PARCC is a higher-quality assessment than previous #MCAS Test: http://goo.gl/9p55kt,,2248,1,AchieveInc,3/27/15,2,0,,,#PARCC #MCAS,5.81E+17,https://twitter.com/AchieveInc/status/581446880569229312,
117,I'm going to say it i like #PARCC way more. #PARCCtesting,,3807,1,_santana_gz_,3/23/15,0,2,,,#PARCC #PARCCtesting,5.80E+17,https://twitter.com/_santana_gz_/status/580164288880386048,
