username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
DavidAstinWalsh,4/4/2013,0,0,@Occupy the Dept. Of Ed. this morning. About 50 anti-ed. reform teachers here call for opting out of testing,,@Occupy,,3.20E+17,https://twitter.com/DavidAstinWalsh/status/319814701808750592,,
Marandi_B,4/4/2013,1,0,I think that the people who opt out of a suicide prevention and depression test r the actual depressed people....,,,,3.20E+17,https://twitter.com/Marandi_B/status/319813853493985280,,
GetUpStandUp2,4/4/2013,2,0,Testing and the real world... @UnitedOptOut #uoodc13 #optout with http://UnitedOptOut.com pic.twitter.com/WW9sWxymBK,,@UnitedOptOut,#uoodc13 #optout,3.20E+17,https://twitter.com/GetUpStandUp2/status/319811266887692290,,
GetUpStandUp2,4/4/2013,1,0,@UnitedOptOut Eduopoly -- a game the public can win! #optout #uoodc13 @BillGates @arneduncanpic.twitter.com/gpoevXpFSv,,@UnitedOptOut @BillGates @arneduncanpic,#optout #uoodc13,3.20E+17,https://twitter.com/GetUpStandUp2/status/319808944824520704,,
SusanASAMOM,4/4/2013,0,0,@Shelly_Bl @GovernorCorbett If Common Core goes into effect you as the Parent have NO opt out abillity.,,@Shelly_Bl @GovernorCorbett,,3.20E+17,https://twitter.com/SusanASAMOM/status/319805651641581568,,
Tat_Toes,4/4/2013,0,0,What do headaches. foot knee and back pain have in common? All can be caused by wearing high heels on a regular basis -opt for flats today!,,,,3.20E+17,https://twitter.com/Tat_Toes/status/319804550020222977,,
ChrisCerrone15,4/4/2013,2,0,How To Beat Test Stress: #optout http://Scholastic.com : http://www.scholastic.com/parents/resources/article/study-skills-test-taking/how-to-beat-test-stress#.UV150UvnQgB.twitter …,,,#optout #,3.20E+17,https://twitter.com/ChrisCerrone15/status/319798494653198337,,
Yinzercation,4/4/2013,2,0,They're talking about #PghEd #OptOut all the way out in Delaware County today! #uoodc13 http://www.delcotimes.com/articles/2013/04/04/news/doc515cf3f68aed9434826079.txt#.UV15oFZ0jbA.twitter … (from @delcotimes),,@delcotimes,#PghEd #OptOut #uoodc13 #,3.20E+17,https://twitter.com/Yinzercation/status/319797257413206017,,
occupy_sxsw,4/4/2013,1,0,@WeAllOccupy RT @OccupyWallStNYC Are you ready for #Occupy The Dept Of Education 2.0 ?! @UnitedOptOut #edu #optout pic.twitter.com/iDfxe5o5Ml,,@WeAllOccupy @OccupyWallStNYC @UnitedOptOut,#Occupy #edu #optout,3.20E+17,https://twitter.com/occupy_sxsw/status/319794511020707840,,
Yinzercation,4/4/2013,3,0,Our #OptOut story continues to make front page headlines. #PghEd #educationPA joining national movement #uoodc13 http://www.post-gazette.com/stories/news/education/op-ed-on-pssa-exams-hits-nerve-with-parents-682043/ …,,,#OptOut #PghEd #educationPA #uoodc13,3.20E+17,https://twitter.com/Yinzercation/status/319790826244947968,,
DrDuncanHistory,4/4/2013,0,0,Many Long Island parents are aware of the testing regs & can opt out. What about those who can't choose to opt out?,,,,3.20E+17,https://twitter.com/DrDuncanHistory/status/319785195349876736,,
TulsaAreaPLAC,4/4/2013,2,1,Jenks parents opt out and choose instruction time over field testing for their students. http://fb.me/211gjYQ7g,,,,3.20E+17,https://twitter.com/TulsaAreaPLAC/status/319782569837211649,,
kindergeek,4/4/2013,2,0,. @rratto @gailDrich the revolution will NOT be televised. it will be livestreamed by @califather http://www.livestream.com/califather #OPTOUT #uoodc13,,@rratto @gailDrich @califather,#OPTOUT #uoodc13,3.20E+17,https://twitter.com/kindergeek/status/319780763849596929,,
runswithwaves,4/4/2013,1,0,“ @plthomasEdD: Schools Matter: Opt Out Goes Viral http://www.schoolsmatter.info/2013/04/opt-out-goes-viral.html?spref=tw …” IF YOU HAVE a CHILD/STUDENT WHO TESTS #OPTOUT #OccupyEducation,,@plthomasEdD,#OPTOUT #OccupyEducation,3.20E+17,https://twitter.com/runswithwaves/status/319779870215372800,,
kindergeek,4/4/2013,2,0,the revolution will NOT be televised. but it will be livestreamed by @califather http://www.livestream.com/califather #OPTOUT #uoodc13,,@califather,#OPTOUT #uoodc13,3.20E+17,https://twitter.com/kindergeek/status/319779781157744640,,
ruralteacherNY,4/4/2013,1,3,WHOOOO HOOOO Soon making my way to Occupy #uoodc13 can't wait to tell the story of brave WNY parents #refusethetest,,,#uoodc13 #refusethetest,3.20E+17,https://twitter.com/ruralteacherNY/status/319776498913529858,,
readdoctor,4/4/2013,1,0,http://www.post-gazette.com/stories/opinion/perspectives/why-i-wont-let-my-son-take-the-pssa-681537/ … Imagine every parent opting out of testing.,,,,3.20E+17,https://twitter.com/readdoctor/status/319775999359340546,,
SBACIL,4/4/2013,1,0,@Prohibit116 will be the place to be tonight for the #SBAC Young Professionals Board #HappyHour http://ow.ly/jFoFB,,@Prohibit116,#SBAC #HappyHour,3.20E+17,https://twitter.com/SBACIL/status/319774079739650048,,
PhilBildner,4/4/2013,0,0,"State-by-State -- Here's How to Opt Out of High Stakes Testing -- United Opt Out National"" http://unitedoptout.com  via @unitedoptout #edchat""",,@unitedoptout,#edchat,3.20E+17,https://twitter.com/PhilBildner/status/319771090996039680,,
ZASpamSpotters,4/4/2013,0,0,#ZASpammer http://student-expo.com  still in full spam mode no regard 4 #optin rather #optout #brandfail to their sponsors/exhibitors,,,#ZASpammer #optin #optout #brandfail,3.20E+17,https://twitter.com/ZASpamSpotters/status/319745874077028352,,
ZASpamSpotters,4/4/2013,0,0,#ZASpammer - http://frauendorf.co.za  via @webafrica still need to learn - it's #optin rather than #optout. http://tinyurl.com/cywoz9n #brandfail,,@webafrica,#ZASpammer #optin #optout #brandfail,3.20E+17,https://twitter.com/ZASpamSpotters/status/319742134590783488,,
thenewstorm,4/3/2013,2,0,‏RT @OccupyWallStNYC Are you ready for #Occupy The Dept Of Education 2.0 ?! @UnitedOptOut #edu #optout #owspic.twitter.com/tfmSIw2Zkh,,@OccupyWallStNYC @UnitedOptOut,#Occupy #edu #optout #owspic,3.20E+17,https://twitter.com/thenewstorm/status/319642309455130624,,
ItsBrimstone,4/3/2013,0,0,Drug testing for welfare sounds good in theory but I think it will only lead to more addicts opting to be homeless.,,,,3.20E+17,https://twitter.com/ItsBrimstone/status/319616743049945089,,
JarradGrandy,4/3/2013,0,0,@sjunkins #SBAC will make it real...:),,@sjunkins,#SBAC,3.20E+17,https://twitter.com/JarradGrandy/status/319614059475513344,,
EDLeaderJeffrey,4/3/2013,0,0,Great pres done on #CCSS and #PARCC Linton High School. Made me yearn for next CHI meeting,,,#CCSS #PARCC,3.20E+17,https://twitter.com/EDLeaderJeffrey/status/319609136864165889,,
SUNYLF,4/3/2013,0,0,Parents Want to Opt Children Out of State Testing | WKBW News 7: News Sports Weather | Amherst NY | Center City http://www.wkbw.com/news/local/Parents-Want-to-Opt-Children-Out-of-State-Testing-201174141.html …,,,,3.20E+17,https://twitter.com/SUNYLF/status/319607839821815809,,
1momzer,4/3/2013,1,1,@nancyflanagan Kids who refuse to pay attention to abusive adults and #StandardizedTests don't have #ADHD they have common sense. #OPTOUT,,@nancyflanagan,#StandardizedTests #ADHD #OPTOUT,3.20E+17,https://twitter.com/1momzer/status/319607584900411392,,
dgburris,4/3/2013,0,0,Kinnikinnick Curriculum - #commoncore and #parcc resources #edchat #ccss #ccchat @scoopit via @MBannon131 http://sco.lt/7Oor2n,,@scoopit @MBannon131,#commoncore #parcc #edchat #ccss #ccchat,3.20E+17,https://twitter.com/dgburris/status/319602489055928320,,
LittleAubrey1,4/3/2013,0,0,Him stool opt from fluorescent distaff fiery cross if me prefer over against give token an spry girly common b:,,,,3.20E+17,https://twitter.com/LittleAubrey1/status/319584184593174529,,
JustCoolin_Dre,4/3/2013,0,0,Passed the law test twice will be opting out for further practice!,,,,3.20E+17,https://twitter.com/JustCoolin_Dre/status/319571397988995072,,
DouglassDPT,4/3/2013,3,0,CMS pay to PT cut 14% vs 2011 on 4/1. Why? Because we have no recourse no leverage. This may change that. #optout http://www.apta.org/FederalIssues/PrivateContracting/ …,,,#optout,3.20E+17,https://twitter.com/DouglassDPT/status/319555236085788672,,
kindergeek,4/3/2013,14,5,the revolution will NOT be televised. but it will be livestreamed by @califather http://www.livestream.com/califather #OPTOUT #uoodc13,,@califather,#OPTOUT #uoodc13,3.20E+17,https://twitter.com/kindergeek/status/319554734249893888,,
weighton,4/3/2013,0,0,@ScottEldo #OptOut !,,@ScottEldo,#OptOut,3.20E+17,https://twitter.com/weighton/status/319553130595500032,,
sean_cassar,4/3/2013,0,0,Acting tour guide on the Story Bridge Climb by night. #brisbane #bridge #storybridge #sbac #city… http://instagram.com/p/Xp4G8pn1l_/,,,#brisbane #bridge #storybridge #sbac #city,3.20E+17,https://twitter.com/sean_cassar/status/319533887099375616,,
AFSAUnion,4/3/2013,0,0,I dream of the day when there aren't any #StandardizedTests one @ChiPubSchools student says about #OptOut: http://ow.ly/jzWdd #EdReform,,@ChiPubSchools,#StandardizedTests #OptOut #EdReform,3.20E+17,https://twitter.com/AFSAUnion/status/319523606071750656,,
All4edProject24,4/3/2013,0,0,RT @core2class: #CommonCore Online Tests to Pose Tech. Challenge for Rural Schools #ccss #PARCC #SBAC http://sco.lt/7cr0JV,,@core2class,#CommonCore #ccss #PARCC #SBAC,3.20E+17,https://twitter.com/All4edProject24/status/319523581195350016,,
ITeachinPhil,4/3/2013,0,0,#phillyeducation If only 5% of studnts opt out of testing people will pay attentn to whats wrong. Bartleby Project http://bartlebyproject.com/,,,#phillyeducation,3.20E+17,https://twitter.com/ITeachinPhil/status/319523285140393986,,
ALERT_MONEY,4/3/2013,0,0,TranSwitch Corporation Announces Closing of Common Stock and Warrant Offering and Over-Allotment Opt: Filed un... http://aol.it/11nb0bJ,,,,3.20E+17,https://twitter.com/ALERT_MONEY/status/319518479197818880,,
faizakhan_,4/3/2013,0,0,@fmalik_ @miaheer < and give impression that N is wining.. and abuse PTI to the core. so tht common voter opt for them..,,@fmalik_ @miaheer,,3.20E+17,https://twitter.com/faizakhan_/status/319510547898982401,,
ReneeLaws2,4/3/2013,0,0,@common_core Why can parents not see materials that you plan to use once CC in fully implemented? Can parents opt out?,,@common_core,,3.20E+17,https://twitter.com/ReneeLaws2/status/319510141387034625,,
bylaurenfitz,4/3/2013,0,0,Thorp Parent Sharon Schmidt telling parents how to opt their kids out of standardized testing. #CPSboard,,,#CPSboard,3.20E+17,https://twitter.com/bylaurenfitz/status/319509193075855360,,
SBACIL,4/3/2013,0,0,Find out about our sponsorship opportunities for the #SBAC #Health & #Wellness Expo at @themeadowsclub on 5/8 http://ow.ly/iA0Iq,,@themeadowsclub,#SBAC #Health #Wellness,3.20E+17,https://twitter.com/SBACIL/status/319502375855472640,,
IP4PI,4/3/2013,0,0,#Medicare #appeals process revised fact sheet @CMSGov http://go.usa.gov/26b4 #CMSMLN #MLNProducts Not #physicians job. #optout #doctors,,@CMSGov,#Medicare #appeals #CMSMLN #MLNProducts #physicians #optout #doctors,3.20E+17,https://twitter.com/IP4PI/status/319500540994265088,,
MikeLoBurgio,4/3/2013,0,0,A simple test On question of education Kansas lawmakers opt for silence urged to ignore @BarackObama,,@BarackObama,,3.19E+17,https://twitter.com/MikeLoBurgio/status/319492958351134721,,
MikeLoBurgio,4/3/2013,0,0,A simple test On question of education Kansas lawmakers opt for silence urged to ignore @nytimes,,@nytimes,,3.19E+17,https://twitter.com/MikeLoBurgio/status/319492909453963264,,
MikeLoBurgio,4/3/2013,0,0,A simple test On question of education Kansas lawmakers opt for silence urged to ignore @KansasDems,,@KansasDems,,3.19E+17,https://twitter.com/MikeLoBurgio/status/319492858337968129,,
MikeLoBurgio,4/3/2013,0,0,A simple test On question of education Kansas lawmakers opt for silence urged to ignore http://shar.es/dJMBe @KansasGOP,,@KansasGOP,,3.19E+17,https://twitter.com/MikeLoBurgio/status/319492808648060929,,
MikeLoBurgio,4/3/2013,0,0,#ksleg A simple test On question of education Kansas lawmakers opt for silence urged to ignore http://shar.es/dJMBe @govsambrownback,,@govsambrownback,#ksleg,3.19E+17,https://twitter.com/MikeLoBurgio/status/319492690813263874,,
MikeLoBurgio,4/3/2013,0,0,#ksleg A simple test On question of education Kansas lawmakers opt for silence urged to ignore inquiry http://shar.es/dJMBe,,,#ksleg,3.19E+17,https://twitter.com/MikeLoBurgio/status/319492525943570432,,
hanna_hurley,4/3/2013,0,0,@arneduncan @goldberg138 @knoxschools @utknoxville *A.Duncan ur RTTT/Testing actions will result in more parents opting to exit publ schls.,,@arneduncan @goldberg138 @knoxschools @utknoxville,,3.19E+17,https://twitter.com/hanna_hurley/status/319486903940415489,,
JenEnnenbach,4/3/2013,2,0,#MO parents deserve the right to opt their child(ren) out of standardized testing Any #legislators up for drafting the Bill? #GGISTL #tcot,,,#MO #legislators #GGISTL #tcot,3.19E+17,https://twitter.com/JenEnnenbach/status/319469894783619072,,
TBradleyNC,4/3/2013,2,0,. @John Torbett - What are your thoughts on Common Core? Hearing it is another tool to brainwash kids. I'd like to see NC to opt out.,,@John,,3.19E+17,https://twitter.com/TBradleyNC/status/319456061247586304,,
_allsmilesss,4/3/2013,0,0,Can't I just opt out the placement test to auto fail ?! Ughhh,,,,3.19E+17,https://twitter.com/_allsmilesss/status/319451055744221184,,
GodmusicBlife,4/3/2013,0,1,@xoxo_KMS_xoxo That's why I'm unsure of them because I have a feeling they would be hellions simply because I was good growing up #Optout,,@xoxo_KMS_xoxo,#Optout,3.19E+17,https://twitter.com/GodmusicBlife/status/319447460684640257,,
pdpatderm,4/3/2013,0,0,@spencerrayner my dream is to pass that test and I won't back opt quit just keep going,,@spencerrayner,,3.19E+17,https://twitter.com/pdpatderm/status/319431615728197633,,
Core2Class,4/3/2013,1,0,#CommonCore Online Tests to Pose Tech. Challenge for Rural Schools #ccss #PARCC #SBAC http://sco.lt/7cr0JV,,,#CommonCore #ccss #PARCC #SBAC,3.19E+17,https://twitter.com/Core2Class/status/319430984539975681,,
ilana_horn,4/3/2013,1,0,I am following the #OptOut hashtag with interest. If you are choosing to opt out of state testing can you tweet your experience?,,,#OptOut,3.19E+17,https://twitter.com/ilana_horn/status/319427138426118145,,
PamelaHarbin,4/3/2013,0,1,@Stoptesting15 @mcfiredogg Students parents and teachers can do this together. #optout,,@Stoptesting15 @mcfiredogg,#optout,3.19E+17,https://twitter.com/PamelaHarbin/status/319420322229133314,,
SBACIL,4/3/2013,0,0,Learn all you need and more from a panel of experts at the #SBAC Sales #Education Event on 5/16 http://ow.ly/isL1U,,,#SBAC #Education,3.19E+17,https://twitter.com/SBACIL/status/319411713436971008,,
SBACIL,4/3/2013,0,0,Conducting a workplace investigation? Find out how! #SBAC Top 10 Ways to Protect Your #Business Event 4/9 http://ow.ly/is6lA,,,#SBAC #Business,3.19E+17,https://twitter.com/SBACIL/status/319411713336307712,,
youthnationyoga,4/3/2013,0,0,New York http://unitedoptout.com/state-by-state-opt-out/new-york/ … via @unitedoptout important info for teachers & parents #nystatetests #optout #engchat #ela #math,,@unitedoptout,#nystatetests #optout #engchat #ela #math,3.19E+17,https://twitter.com/youthnationyoga/status/319405243731423232,,
McFiredogg,4/3/2013,1,0,@leoniehaimson Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@leoniehaimson,,3.19E+17,https://twitter.com/McFiredogg/status/319400886562611200,,
McFiredogg,4/3/2013,1,0,@johnkuhntx Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@johnkuhntx,,3.19E+17,https://twitter.com/McFiredogg/status/319399622621675520,,
E2CCBIES,4/3/2013,3,1,"Opting Out"" of Test Prep Ideas!! A must read- including the comments! http://grantwiggins.wordpress.com/2013/04/02/radical-test-prep/ …""",,,,3.19E+17,https://twitter.com/E2CCBIES/status/319398094917754880,,
McFiredogg,4/3/2013,1,0,@bmadeloni Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@bmadeloni,,3.19E+17,https://twitter.com/McFiredogg/status/319396946487947264,,
McFiredogg,4/3/2013,2,0,@chrislhayes Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@chrislhayes,,3.19E+17,https://twitter.com/McFiredogg/status/319396892750524416,,
McFiredogg,4/3/2013,1,0,@thechalkface Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@thechalkface,,3.19E+17,https://twitter.com/McFiredogg/status/319396731575996416,,
McFiredogg,4/3/2013,0,0,@HartmanAndrew Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@HartmanAndrew,,3.19E+17,https://twitter.com/McFiredogg/status/319396640718995456,,
McFiredogg,4/3/2013,0,0,@MornaMcDermott Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@MornaMcDermott,,3.19E+17,https://twitter.com/McFiredogg/status/319396596192256001,,
McFiredogg,4/3/2013,0,0,@samchaltain Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@samchaltain,,3.19E+17,https://twitter.com/McFiredogg/status/319396515900686337,,
McFiredogg,4/3/2013,1,0,@Stoptesting15 Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@Stoptesting15,,3.19E+17,https://twitter.com/McFiredogg/status/319396454533853184,,
McFiredogg,4/3/2013,1,0,@skrashen Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@skrashen,,3.19E+17,https://twitter.com/McFiredogg/status/319396310409154560,,
McFiredogg,4/3/2013,1,0,@gailDrich Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@gailDrich,,3.19E+17,https://twitter.com/McFiredogg/status/319396192566013952,,
McFiredogg,4/3/2013,1,0,@PegwithPen Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@PegwithPen,,3.19E+17,https://twitter.com/McFiredogg/status/319396125935271936,,
McFiredogg,4/3/2013,1,0,@DianeRavitch Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during Vietnam?,,@DianeRavitch,,3.19E+17,https://twitter.com/McFiredogg/status/319396029722161152,,
McFiredogg,4/3/2013,3,0,Is it possible that Test Resistance- Opting Out- will assume the same proportions as draft resistance did during the Vietnam War?,,,,3.19E+17,https://twitter.com/McFiredogg/status/319395875833131009,,
RedScareBot,4/3/2013,0,0,Hammered&#9773;Sickled RT @takenomoore: @WPTV common core standards are communist! Parents must opt out!,,@takenomoore @WPTV,#9773,3.19E+17,https://twitter.com/RedScareBot/status/319380898241990656,,
TakeNoMoore,4/3/2013,0,0,@WPTV common core standards are communist! Parents must opt out!,,@WPTV,,3.19E+17,https://twitter.com/TakeNoMoore/status/319375336049623041,,
WKBW,4/3/2013,1,0,Parents Want to Opt Children Out of State Testing http://fb.me/2a33rvFJB,,,,3.19E+17,https://twitter.com/WKBW/status/319375304164528128,,
educationstate,4/3/2013,0,0,Only parents can set their children free from #commoncore indoctrination http://canadafreepress.com/index.php/article/54215#.UVvfj883m0U.twitter … #ccss #edreform #optout,,,#commoncore # #ccss #edreform #optout,3.19E+17,https://twitter.com/educationstate/status/319356739998851072,,
NYArtNews,4/2/2013,0,0,#NY #Art #News Parents Want to Opt Children Out of State Testing: In a growing movement many parents across ... http://bit.ly/XKcJYB,,,#NY #Art #News,3.19E+17,https://twitter.com/NYArtNews/status/319325674294870016,,
NewsBuffaloNY,4/2/2013,0,0,Parents Want to Opt Children Out of State Testing: In a growing movement many parents across Western... http://q.gs/3tcXV #buffalo,,,#buffalo,3.19E+17,https://twitter.com/NewsBuffaloNY/status/319317798503473154,,
newmother,4/2/2013,0,0,New Parent News Parents Want to Opt Children Out of State Testing - WKBW-TV: Parents Want to Opt Children Out ... http://bit.ly/12dasrC,,,,3.19E+17,https://twitter.com/newmother/status/319309835210457088,,
geneacandy,4/2/2013,0,0,WKBW: Parents Want to Opt Children Out of State Testing - http://wkbw.m.mlnwap.com/article.html?hash=/76462/fa9f0d5c1e1e07395ea75320fd3344a7/http://www.wkbw.com/news/local/Parents-Want-to-Opt-Children-Out-of-State-Testing-201174141.html …,,,,3.19E+17,https://twitter.com/geneacandy/status/319296223427313664,,
Buffalo_buzz,4/2/2013,0,0,Parents Want to Opt Children Out of State Testing: In a growing movement many parents across Western New York... http://dlvr.it/39gD9H,,,,3.19E+17,https://twitter.com/Buffalo_buzz/status/319295394402164736,,
TeacherReality,4/2/2013,7,0,Press Release for United #OptOut's OCCUPY THE US DEPARTMENT OF EDUCATION event April 4-7 http://unitedoptout.com/wp-content/uploads/2013/02/Occupy-DOE-2.0-Press-Release-FINAL-PDF.pdf … …,,,#OptOut,3.19E+17,https://twitter.com/TeacherReality/status/319282966645837827,,
TeacherReality,4/2/2013,2,2,Signing off. Thankful for United #OptOut who is holding a major event this April 4 2013 - April 7 2013 in Washington DC.,,,#OptOut,3.19E+17,https://twitter.com/TeacherReality/status/319281728525066240,,
elvie_,4/2/2013,0,0,"“ @TeacherReality: David Sirota NAILS it in this video on Education Reform""... @davidsirota http://www.youtube.com/watch?v=c2LJzEuodZw&feature=youtu.be … #edreform #OptOut” #fb""",,@TeacherReality @davidsirota,#edreform #OptOut #fb,3.19E+17,https://twitter.com/elvie_/status/319275286032154624,,
thenewstorm,4/2/2013,0,0,"RT @TeacherReality--> @davidsirota NAILS it in this video on Education Reform"" http://www.youtube.com/watch?v=c2LJzEuodZw&feature=youtu.be … #OptOut @CTULocal1 @OccupyChicago""",,@TeacherReality @davidsirota @CTULocal1 @OccupyChicago,#OptOut,3.19E+17,https://twitter.com/thenewstorm/status/319271546952744960,,
AndreaBHHS,4/2/2013,0,0,"RT @TeacherReality: David Sirota NAILS it in this video on Education Reform""... @davidsirota http://www.youtube.com/watch?v=c2LJzEuodZw&feature=youtu.be … #stuvoice #OptOut""",,@TeacherReality @davidsirota,#stuvoice #OptOut,3.19E+17,https://twitter.com/AndreaBHHS/status/319269652301750272,,
TeacherReality,4/2/2013,8,4,"David Sirota NAILS it in this video on Education Reform""... @davidsirota http://www.youtube.com/watch?v=c2LJzEuodZw&feature=youtu.be … #edreform #OptOut""",,@davidsirota,#edreform #OptOut,3.19E+17,https://twitter.com/TeacherReality/status/319269536060805120,,
cleodee,4/2/2013,0,0,"on front page:we opt out of high stakes testing & we resist all market-based reforms that seek to privatize & destroy public education""""",,,,3.19E+17,https://twitter.com/cleodee/status/319261257087733760,,
MissSam,4/2/2013,0,0,Thanks @TeacherReality for a GREAT read: Professor opts her child out of high stakes testing http://bit.ly/13IBR5A #OptOut @UnitedOptOut,,@TeacherReality @UnitedOptOut,#OptOut,3.19E+17,https://twitter.com/MissSam/status/319252197751783425,,
ChrisCerrone15,4/2/2013,3,0,Helpful PPT on #optout in New York http://wp.me/pJX8i-3ua  via @thechalkface #refuse,,@thechalkface,#optout #refuse,3.19E+17,https://twitter.com/ChrisCerrone15/status/319248190287278080,,
RickArcher3,4/2/2013,1,0,@kindergeek This is where parents should start opting out of the test to force the state's hand.,,@kindergeek,,3.19E+17,https://twitter.com/RickArcher3/status/319245039106654208,,
TeacherReality,4/2/2013,14,3,GREAT read: An English professor opts her child out of high stakes testing... http://www.post-gazette.com/stories/opinion/perspectives/why-i-wont-let-my-son-take-the-pssa-681537/ … #OptOut,,,#OptOut,3.19E+17,https://twitter.com/TeacherReality/status/319244855299690496,,
NationOfAtooi,4/2/2013,4,0,@vonzion @NoCommonCore Done and here is a link for parents to opt out of common core. http://michellemalkin.com/2013/03/11/attention-parents-common-core-opt-out-form-now-available/ …,,@vonzion @NoCommonCore,,3.19E+17,https://twitter.com/NationOfAtooi/status/319244474976976897,,
mjstjohn,4/2/2013,0,0,So Kendall has to take the DL test for AZ and he is opting to take it now. Please pray.,,,,3.19E+17,https://twitter.com/mjstjohn/status/319244361990803458,,
TeacherReality,4/2/2013,8,0,Press Release for United #OptOut's OCCUPY THE US DEPARTMENT OF EDUCATION event April 4-7 http://unitedoptout.com/wp-content/uploads/2013/02/Occupy-DOE-2.0-Press-Release-FINAL-PDF.pdf …,,,#OptOut,3.19E+17,https://twitter.com/TeacherReality/status/319240824577744898,,
TracyNovick,4/2/2013,0,0,Whos of Who-cester: #PARCC assessment update http://who-cester.blogspot.com/2013/04/parcc-assessment-update.html?spref=tw … #MassEd,,,#PARCC #MassEd,3.19E+17,https://twitter.com/TracyNovick/status/319232414406819840,,
Luke1946,4/2/2013,1,0,Every state ought to have an opt out of testing option for parents and students. Not all do. #edchat,,,#edchat,3.19E+17,https://twitter.com/Luke1946/status/319230321075830784,,
BrainyKCee,4/2/2013,0,0,The level of pressure on kids for this one test is ridiculous & unethical! #optout #phillyeducationhttp://www.post-gazette.com/stories/opinion/perspectives/why-i-wont-let-my-son-take-the-pssa-681537/?fb_action_ids=10152685901760567&fb_action_types=og.likes&fb_source=other_multiline&action_object_map=%5B157268061105738%5D&action_type_map=%5B%22og.likes%22%5D&action_ref_map=%5B%5D …,,,#optout #phillyeducationhttp,3.19E+17,https://twitter.com/BrainyKCee/status/319229043293687811,,
EdTechlete,4/2/2013,0,0,Don't miss the NJDOE PARCC Assessment Capacity Planning Tool Webinar 4/10 @10AM @scoopit http://sco.lt/75QRZB #njed #PARCC,,@10AM @scoopit,#njed #PARCC,3.19E+17,https://twitter.com/EdTechlete/status/319227253856825344,,
Yinzercation,4/2/2013,6,0,25000+ people have shared our #PghEd #OptOut story! Support #educationPA action: send ltrs to the editor #uoodc13 http://www.post-gazette.com/stories/opinion/perspectives/why-i-wont-let-my-son-take-the-pssa-681537/ …,,,#PghEd #OptOut #educationPA #uoodc13,3.19E+17,https://twitter.com/Yinzercation/status/319216002363707393,,
TracyNovick,4/2/2013,0,0,Schools Matter: PA English Prof Opts Out Son from #PSSA Test http://www.schoolsmatter.info/2013/04/pa-english-prof-opts-out-son-from-pssa.html?spref=tw …,,,#PSSA,3.19E+17,https://twitter.com/TracyNovick/status/319196941546303488,,
NWEA,4/2/2013,2,0,Seattle parent chooses NOT 2 opt out of the MAP test & impressed w test results in Greg Crwther's blog: http://nwea.us/YQWWpW,,,,3.19E+17,https://twitter.com/NWEA/status/319175213466132480,,
SusanSpicka,4/2/2013,2,1,#OptOut goes viral and catches the Governor's attention (hint...the administration doesn't like it) http://bit.ly/14CLfXG,,,#OptOut,3.19E+17,https://twitter.com/SusanSpicka/status/319170855391350784,,
Wowzers,4/2/2013,0,0,"Is #PARCC the next big thing?"" (via @techlearning)""",,@techlearning,#PARCC,3.19E+17,https://twitter.com/Wowzers/status/319161571697893376,,
daskmartin,4/2/2013,0,0,Schools Matter: PA English Prof Opts Out Son from PSSA Test http://www.schoolsmatter.info/2013/04/pa-english-prof-opts-out-son-from-pssa.html?spref=tw …,,,,3.19E+17,https://twitter.com/daskmartin/status/319160051271077888,,
linlin8,4/2/2013,0,0,The 3 Key Shifts in #PARCC #ELA #CommonCore assessment: http://ow.ly/hwSHK #ccss #edstuff #teachers #k12,,,#PARCC #ELA #CommonCore #ccss #edstuff #teachers #k12,3.19E+17,https://twitter.com/linlin8/status/319158915260628992,,
SBACIL,4/2/2013,0,0,Join the #SBAC and Step Up tomorrow on 4/3 for Inaugural #HappyHour – RSVP soon! http://ow.ly/iSsot,,,#SBAC #HappyHour,3.19E+17,https://twitter.com/SBACIL/status/319147621421817857,,
dhtyler,4/2/2013,0,0,@ArkansasEd opt out of Common Core and Bill Gates data base,,@ArkansasEd,,3.19E+17,https://twitter.com/dhtyler/status/319147534943653890,,
rachbarnhart,4/2/2013,4,0,. @wxxinews has teacher on telling parents to opt their kids out of Common Core tests in a couple weeks. 1370AM #ROC,,@wxxinews,#ROC,3.19E+17,https://twitter.com/rachbarnhart/status/319138134162026497,,
